metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_tone,hyp_tone,count,ref_total,row_rate
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nang,ngang,1,820,0.001219512195
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nang,sac,0,820,0.000000000000
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nang,huyen,5,820,0.006097560976
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nang,hoi,6,820,0.007317073171
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nang,nga,3,820,0.003658536585
aligned_v1,vivos,phowhisper,base,tone_aware_lora,0.5,42,scope,low_snr,nang,nang,805,820,0.981707317073
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,ngang,ngang,3769,3799,0.992103185049
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,ngang,sac,6,3799,0.001579362990
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,ngang,huyen,24,3799,0.006317451961
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,ngang,hoi,0,3799,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,ngang,nga,0,3799,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,ngang,nang,0,3799,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,sac,ngang,8,3087,0.002591512796
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,sac,sac,3073,3087,0.995464852608
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,sac,huyen,1,3087,0.000323939099
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,sac,hoi,2,3087,0.000647878199
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,sac,nga,1,3087,0.000323939099
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,sac,nang,2,3087,0.000647878199
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,huyen,ngang,6,2590,0.002316602317
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,huyen,sac,0,2590,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,huyen,huyen,2571,2590,0.992664092664
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,huyen,hoi,6,2590,0.002316602317
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,huyen,nga,2,2590,0.000772200772
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,huyen,nang,5,2590,0.001930501931
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,hoi,ngang,0,1326,0.000000000000
