metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_coda,hyp_coda,count,ref_total,row_rate
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,c,6,114,0.052631578947
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,ch,1,114,0.008771929825
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,m,0,114,0.000000000000
aligned_v1,vivos,whisper,small,zero_shot,,42,scope,low_snr,p,p,91,114,0.798245614035
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,none,0,653,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,n,137,653,0.209800918836
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,ng,139,653,0.212863705972
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,nh,77,653,0.117917304747
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,t,85,653,0.130168453292
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,c,87,653,0.133231240429
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,ch,14,653,0.021439509954
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,m,82,653,0.125574272588
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,none,p,32,653,0.049004594181
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,none,294,1910,0.153926701571
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,n,1020,1910,0.534031413613
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,ng,310,1910,0.162303664921
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,nh,191,1910,0.100000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,t,30,1910,0.015706806283
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,c,15,1910,0.007853403141
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,ch,0,1910,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,m,48,1910,0.025130890052
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,n,p,2,1910,0.001047120419
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,none,248,1965,0.126208651399
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,n,140,1965,0.071246819338
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,ng,1370,1965,0.697201017812
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,nh,76,1965,0.038676844784
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,t,17,1965,0.008651399491
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,c,20,1965,0.010178117048
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,ch,6,1965,0.003053435115
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,m,82,1965,0.041730279898
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ng,p,6,1965,0.003053435115
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,none,68,675,0.100740740741
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,n,151,675,0.223703703704
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,ng,30,675,0.044444444444
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,nh,399,675,0.591111111111
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,t,7,675,0.010370370370
